service_id,service_name_canonical,domain,axis_type,web_target_group_id,eligibility_basis,canonical_service_key,web_eligibility_status,web_target_url,url_confidence,observation_confidence,final_registered_domain,redirect_hops,mobile_candidates_live,candidate_landings,eligibility_rule,url_evidence,review_reasons,needs_human_review,eligibility_reviewer,eligibility_reviewed_at,_status,_base_sha,_shadow_lane,_created_before_p0_close,_authoritative,_real_target_outcome_used,_real_target_measurement,_requires_post_p0_reconciliation
svc_2cd43b99c1ed87cf,삼성 노트,APP,SERVICE_BRAND,wtg_2cd43b99c1ed87cf,[MOBILE UA] https://www.samsung.com/sec/apps/samsung-notes/ → HTTP 200 · 페이지 제목 'Samsung Notes | Apps & Services | Samsung 대한민국' · 등록도메인(PSL) samsung.com · viewport meta 있음,samsung_notes,ELIGIBLE_WEB,https://www.samsung.com/sec/apps/samsung-notes/,HIGH,HIGH,samsung.com,0.0,2,www.samsung.com/sec/apps/samsung-notes,E-2,[MOBILE UA] https://www.samsung.com/sec/apps/samsung-notes/ → HTTP 200 · 페이지 제목 'Samsung Notes | Apps & Services | Samsung 대한민국' · 등록도메인(PSL) samsung.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_dd5061eb74e2d4d4,삼성 월렛,APP,SERVICE_BRAND,wtg_dd5061eb74e2d4d4,[MOBILE UA] https://www.samsung.com/sec/apps/samsung-wallet/ → HTTP 200 · 페이지 제목 'Samsung Wallet ㅣ Samsung 대한민국' · 등록도메인(PSL) samsung.com · viewport meta 있음,samsung_wallet,ELIGIBLE_WEB,https://www.samsung.com/sec/apps/samsung-wallet/,HIGH,HIGH,samsung.com,0.0,2,"www.samsung.com/sec/apps/samsung-wallet,www.samsung.com/sec/apps/samsung-wallet/serviceguide",E-2,[MOBILE UA] https://www.samsung.com/sec/apps/samsung-wallet/ → HTTP 200 · 페이지 제목 'Samsung Wallet ㅣ Samsung 대한민국' · 등록도메인(PSL) samsung.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_64d30ef262d8782d,신한 SOL뱅크,APP,SERVICE_BRAND,wtg_64d30ef262d8782d,[MOBILE UA] https://bank.shinhan.com/ → HTTP 200 · 페이지 제목 'Shinhan Bank' · 등록도메인(PSL) shinhan.com · viewport meta 없음,shinhan_sol_bank,ELIGIBLE_WEB,https://bank.shinhan.com/,HIGH,HIGH,shinhan.com,0.0,3,"bank.shinhan.com/,nsol.shinhan.com/contents/guide/index.html",E-2,[MOBILE UA] https://bank.shinhan.com/ → HTTP 200 · 페이지 제목 'Shinhan Bank' · 등록도메인(PSL) shinhan.com · viewport meta 없음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_5beeafeac2e27eae,TikTok,APP,SERVICE_BRAND,wtg_5beeafeac2e27eae,[MOBILE UA] https://www.tiktok.com/ → HTTP 200 · 페이지 제목 'TikTok - Make Your Day' · 등록도메인(PSL) tiktok.com · viewport meta 있음,tiktok,ELIGIBLE_WEB,https://www.tiktok.com/,HIGH,HIGH,tiktok.com,0.0,2,"www.tiktok.com/,www.tiktok.com/foryou",E-2,[MOBILE UA] https://www.tiktok.com/ → HTTP 200 · 페이지 제목 'TikTok - Make Your Day' · 등록도메인(PSL) tiktok.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_ddb7aefefe0273b4,TikTok Lite,APP,SERVICE_BRAND,wtg_ddb7aefefe0273b4,확인된 후보가 기업·지원·파트너 사이트뿐이다 (https://ads.tiktok.com/resources/help/article/about-tiktok-lite-japan-and-korea). 소비자 서비스 랜딩을 확정하지 못했다.,tiktok_lite,UNDETERMINED_URL_EVIDENCE,,LOW,LOW,,,3,,E-5,확인된 후보가 기업·지원·파트너 사이트뿐이다 (https://ads.tiktok.com/resources/help/article/about-tiktok-lite-japan-and-korea). 소비자 서비스 랜딩을 확정하지 못했다.,"ONLY_ANCILLARY_CORPORATE_SITE_CONFIRMED,STATUS_UNDETERMINED_URL_EVIDENCE",True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_60d4d22e3809f780,티맵,APP,SERVICE_BRAND,wtg_60d4d22e3809f780,[MOBILE UA] https://www.tmapmobility.com/ → HTTP 200 · 페이지 제목 'TMAP MOBILITY' · 등록도메인(PSL) tmapmobility.com · viewport meta 있음,tmap,ELIGIBLE_WEB,https://www.tmapmobility.com/,HIGH,HIGH,tmapmobility.com,0.0,3,www.tmapmobility.com/,E-2,[MOBILE UA] https://www.tmapmobility.com/ → HTTP 200 · 페이지 제목 'TMAP MOBILITY' · 등록도메인(PSL) tmapmobility.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_35319a420294ee17,토스,APP,SERVICE_BRAND,wtg_35319a420294ee17,[MOBILE UA] https://toss.im/ → HTTP 200 · 페이지 제목 '토스' · 등록도메인(PSL) toss.im · viewport meta 있음,toss,ELIGIBLE_WEB,https://toss.im/,HIGH,HIGH,toss.im,0.0,2,toss.im/,E-2,[MOBILE UA] https://toss.im/ → HTTP 200 · 페이지 제목 '토스' · 등록도메인(PSL) toss.im · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_190b4501e4415d5e,V3 Mobile Plus,APP,SERVICE_BRAND,wtg_190b4501e4415d5e,[MOBILE UA] https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do → HTTP 200 · 페이지 제목 'V3 Mobile PLUS' · 등록도메인(PSL) ahnlab.com · viewport meta 있음,v3_mobile_plus,ELIGIBLE_WEB,https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do,HIGH,HIGH,ahnlab.com,0.0,3,"mplweb.ahnlab.com/mplweb/v3mp/main_android.do,www.ahnlab.com/ko/product/v3-mobile-plus",E-2,[MOBILE UA] https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do → HTTP 200 · 페이지 제목 'V3 Mobile PLUS' · 등록도메인(PSL) ahnlab.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_24e6654bfd1ab85b,YouTube,APP,SERVICE_BRAND,wtg_24e6654bfd1ab85b,[MOBILE UA] https://www.youtube.com/ → HTTP 200 · 최종 URL https://m.youtube.com/ · 리다이렉트 1회 · 페이지 제목 'YouTube' · 등록도메인(PSL) youtube.com · viewport meta 있음,youtube,ELIGIBLE_WEB,https://m.youtube.com/,HIGH,HIGH,youtube.com,1.0,2,m.youtube.com/,E-2,[MOBILE UA] https://www.youtube.com/ → HTTP 200 · 최종 URL https://m.youtube.com/ · 리다이렉트 1회 · 페이지 제목 'YouTube' · 등록도메인(PSL) youtube.com · viewport meta 있음,MOBILE_DESKTOP_FINAL_URL_DIVERGE,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_2af5cef408b64669,편의점,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_convenience_store,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_412589798229c678,배달,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_delivery,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_903a71c3a24e4116,백화점/아울렛,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_department_store_outlet,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_7e16a52529c5b629,전자기기,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_electronics,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_92e05e8212e443a2,식품,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_food,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_c23db7aed7ecd624,식음료,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_food_beverage,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_77c78a1555cf28ae,홈쇼핑,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_home_shopping,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_bc65e77baaea207c,인터넷 쇼핑,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_internet_shopping,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_b6a2bad4a8d88e77,오프라인 마트,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_offline_mart,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_a6b8f11674c80b5f,여행/교통,RETAIL,INDUSTRY_CATEGORY,,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,industry_travel_transport,EXCLUDED_INDUSTRY_AXIS,,,,,,0,,E-1,축이 업종 카테고리이며 브랜드가 아니다. fig07_t1 단독 출신이고 panel_scope 가 브랜드를 업종으로 집계한 것이라 자기 랜딩 URL 개념이 성립하지 않는다. URL 증거를 쓰지 않는 구조적 배제다.,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_c5285b96b598a08b,배달의민족,RETAIL,SERVICE_BRAND,wtg_c5285b96b598a08b,[MOBILE UA] https://baemin.com/ → HTTP 200 · 페이지 제목 '배달의민족 - 배달팁 무료 배민클럽' · 등록도메인(PSL) baemin.com · viewport meta 있음,baemin,ELIGIBLE_WEB,https://baemin.com/,HIGH,HIGH,baemin.com,0.0,3,"baemin.com/,ceo.baemin.com/,member-web.baemin.com/",E-2,[MOBILE UA] https://baemin.com/ → HTTP 200 · 페이지 제목 '배달의민족 - 배달팁 무료 배민클럽' · 등록도메인(PSL) baemin.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_4feab7e61bf642e8,CJ온스타일,RETAIL,SERVICE_BRAND,wtg_4feab7e61bf642e8,[MOBILE UA] https://display.cjonstyle.com/nfront/search/searchAllList/ → HTTP 200 · 페이지 제목 'CJ온스타일' · 등록도메인(PSL) cjonstyle.com · viewport meta 있음,cj_onstyle,ELIGIBLE_WEB,https://display.cjonstyle.com/nfront/search/searchAllList/,HIGH,HIGH,cjonstyle.com,0.0,2,"display.cjonstyle.com/m/homeTab/main,display.cjonstyle.com/nfront/search/searchAllList",E-2,[MOBILE UA] https://display.cjonstyle.com/nfront/search/searchAllList/ → HTTP 200 · 페이지 제목 'CJ온스타일' · 등록도메인(PSL) cjonstyle.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_51484a735cdb487b,컴포즈커피,RETAIL,SERVICE_BRAND,wtg_51484a735cdb487b,[MOBILE UA] https://composecoffee.com/ → HTTP 200 · 페이지 제목 '컴포즈커피' · 등록도메인(PSL) composecoffee.com · viewport meta 있음,compose_coffee,ELIGIBLE_WEB,https://composecoffee.com/,HIGH,HIGH,composecoffee.com,0.0,1,composecoffee.com/,E-2,[MOBILE UA] https://composecoffee.com/ → HTTP 200 · 페이지 제목 '컴포즈커피' · 등록도메인(PSL) composecoffee.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_22ffba7a86ea9919,코스트코,RETAIL,SERVICE_BRAND,wtg_22ffba7a86ea9919,[MOBILE UA] https://www.costco.co.kr/ → HTTP 200 · 페이지 제목 '코스트코 온라인몰 | 코스트코 코리아' · 등록도메인(PSL) costco.co.kr · viewport meta 있음,costco,ELIGIBLE_WEB,https://www.costco.co.kr/,HIGH,HIGH,costco.co.kr,0.0,2,"www.costco.co.kr/,www.costco.co.kr/store-finder",E-2,[MOBILE UA] https://www.costco.co.kr/ → HTTP 200 · 페이지 제목 '코스트코 온라인몰 | 코스트코 코리아' · 등록도메인(PSL) costco.co.kr · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_054d78ed187cdd9f,쿠팡이츠,RETAIL,SERVICE_BRAND,wtg_054d78ed187cdd9f,"[MOBILE UA] https://www.coupangeats.com/ → HTTP 200 · 페이지 제목 '더 좋은 식사의 시작, 쿠팡이츠 - 쿠팡이츠' · 등록도메인(PSL) coupangeats.com · viewport meta 있음",coupang_eats,ELIGIBLE_WEB,https://www.coupangeats.com/,HIGH,HIGH,coupangeats.com,0.0,2,"store.coupangeats.com/merchant/login,www.coupangeats.com/",E-2,"[MOBILE UA] https://www.coupangeats.com/ → HTTP 200 · 페이지 제목 '더 좋은 식사의 시작, 쿠팡이츠 - 쿠팡이츠' · 등록도메인(PSL) coupangeats.com · viewport meta 있음",,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_e22ebedb0e6c205f,쿠팡,RETAIL,SERVICE_BRAND,wtg_5b8c59f6fd9839f7,모바일 UA 관측에서 2xx/3xx 로 응답한 비(非)스토어 후보가 없다. 관측된 상태코드: [403],coupang_retail,UNDETERMINED_URL_EVIDENCE,,LOW,LOW,,,0,,E-5,모바일 UA 관측에서 2xx/3xx 로 응답한 비(非)스토어 후보가 없다. 관측된 상태코드: [403],"LANDING_NOT_SEEN_BOT_BLOCKED,STATUS_UNDETERMINED_URL_EVIDENCE",True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_e67be79550661604,CU,RETAIL,SERVICE_BRAND,wtg_e67be79550661604,[MOBILE UA] https://cu.bgfretail.com/ → HTTP 200 · 페이지 제목 'CU브랜드 모바일' · 등록도메인(PSL) bgfretail.com · viewport meta 있음,cu,ELIGIBLE_WEB,https://cu.bgfretail.com/,HIGH,HIGH,bgfretail.com,0.0,1,cu.bgfretail.com/,E-2,[MOBILE UA] https://cu.bgfretail.com/ → HTTP 200 · 페이지 제목 'CU브랜드 모바일' · 등록도메인(PSL) bgfretail.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_377983572bd38242,다이소,RETAIL,SERVICE_BRAND,wtg_377983572bd38242,"[MOBILE UA] https://www.daiso.co.kr/ → HTTP 200 · 페이지 제목 '국민가게, 다이소' · 등록도메인(PSL) daiso.co.kr · viewport meta 있음 · 앱스토어 신호 'play.google.com/store/apps'",daiso,ELIGIBLE_WEB,https://www.daiso.co.kr/,HIGH,HIGH,daiso.co.kr,0.0,2,"prdm.daisomall.co.kr/,www.daiso.co.kr/",E-2,"[MOBILE UA] https://www.daiso.co.kr/ → HTTP 200 · 페이지 제목 '국민가게, 다이소' · 등록도메인(PSL) daiso.co.kr · viewport meta 있음 · 앱스토어 신호 'play.google.com/store/apps'",CANDIDATE_REGISTERED_DOMAIN_CONFLICT,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_7f6f1aa6dd218d4d,이마트,RETAIL,SERVICE_BRAND,wtg_7f6f1aa6dd218d4d,[MOBILE UA] https://store.emart.com/ → HTTP 200 · 페이지 제목 '스토어 이마트' · 등록도메인(PSL) emart.com · viewport meta 없음,emart,ELIGIBLE_WEB,https://store.emart.com/,HIGH,HIGH,emart.com,0.0,3,"m-emart.ssg.com/,store.emart.com/",E-2,[MOBILE UA] https://store.emart.com/ → HTTP 200 · 페이지 제목 '스토어 이마트' · 등록도메인(PSL) emart.com · viewport meta 없음,CANDIDATE_REGISTERED_DOMAIN_CONFLICT,True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_be1e6feb78e5ef03,emart24,RETAIL,SERVICE_BRAND,wtg_be1e6feb78e5ef03,[MOBILE UA] https://emart24.co.kr/ → HTTP 200 · 페이지 제목 '홈 - 이마트24' · 등록도메인(PSL) emart24.co.kr · viewport meta 있음 · 앱스토어 신호 'play.google.com/store/apps',emart24,ELIGIBLE_WEB,https://emart24.co.kr/,HIGH,HIGH,emart24.co.kr,0.0,2,"emart24.co.kr/,emart24.co.kr/store",E-2,[MOBILE UA] https://emart24.co.kr/ → HTTP 200 · 페이지 제목 '홈 - 이마트24' · 등록도메인(PSL) emart24.co.kr · viewport meta 있음 · 앱스토어 신호 'play.google.com/store/apps',,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_e4a6c04cbf9d9421,G마켓/옥션,RETAIL,SERVICE_BRAND,wtg_f9fbd771ffcdbd42,"slash pair entity 의 후보 랜딩이 ['www.auction.co.kr/', 'www.gmarket.co.kr/'] 로 갈린다. 두 브랜드 중 어느 쪽을 이 measurement entity 의 랜딩이라 할 근거가 없다. 확정하지 않는다.",gmarket_auction,UNDETERMINED_URL_EVIDENCE,,LOW,LOW,,,1,"www.auction.co.kr/,www.gmarket.co.kr/",E-5,"slash pair entity 의 후보 랜딩이 ['www.auction.co.kr/', 'www.gmarket.co.kr/'] 로 갈린다. 두 브랜드 중 어느 쪽을 이 measurement entity 의 랜딩이라 할 근거가 없다. 확정하지 않는다.","CANDIDATE_REGISTERED_DOMAIN_CONFLICT,LANDING_NOT_SEEN_BOT_BLOCKED,SOURCE_LABEL_IS_SLASH_PAIR,STATUS_UNDETERMINED_URL_EVIDENCE",True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_12e3942c0495b9a4,GS25,RETAIL,SERVICE_BRAND,wtg_12e3942c0495b9a4,[MOBILE UA] https://www.gsretail.com/brand/gs25 → HTTP 200 · 페이지 제목 'GS Retail' · 등록도메인(PSL) gsretail.com · viewport meta 있음,gs25,ELIGIBLE_WEB,https://www.gsretail.com/brand/gs25,HIGH,HIGH,gsretail.com,0.0,3,"www.gsretail.com/brand/gs25,www.gsretail.com/gsretail/ko/brand/about-gs25",E-2,[MOBILE UA] https://www.gsretail.com/brand/gs25 → HTTP 200 · 페이지 제목 'GS Retail' · 등록도메인(PSL) gsretail.com · viewport meta 있음,,False,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
svc_e268b0ad5a2d6ece,GS홈쇼핑/GS Shop,RETAIL,SERVICE_BRAND,wtg_e268b0ad5a2d6ece,"slash pair entity 의 후보 랜딩이 ['m.gsshop.com/index.gs', 'www.gsretail.com/gsretail/ko/brand/about-gsshop'] 로 갈린다. 두 브랜드 중 어느 쪽을 이 measurement entity 의 랜딩이라 할 근거가 없다. 확정하지 않는다.",gs_homeshopping_gsshop,UNDETERMINED_URL_EVIDENCE,,LOW,LOW,,,3,"m.gsshop.com/index.gs,www.gsretail.com/gsretail/ko/brand/about-gsshop",E-5,"slash pair entity 의 후보 랜딩이 ['m.gsshop.com/index.gs', 'www.gsretail.com/gsretail/ko/brand/about-gsshop'] 로 갈린다. 두 브랜드 중 어느 쪽을 이 measurement entity 의 랜딩이라 할 근거가 없다. 확정하지 않는다.","CANDIDATE_REGISTERED_DOMAIN_CONFLICT,SOURCE_LABEL_IS_SLASH_PAIR,STATUS_UNDETERMINED_URL_EVIDENCE",True,LANE_B shadow executor / 모바일·데스크톱 2 posture 관측 후 규칙 판정,2026-08-26,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
